code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,other_sports
1552373,TRUE,BRUNI Roberta,BRUNI R,Roberta BRUNI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,170.0,0.0,Athletics,Women's Pole Vault,1994-03-08,ROME,Italy,RIETI,Italy,,Spending time with her dog Leo,Athlete,Forestry Studies,,English; Italian,Personal: Alexandre Navas (CUB),
1552381,TRUE,MOLINAROLO Elisa,MOLINAROLO E,Elisa MOLINAROLO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,172.0,0.0,Athletics,Women's Pole Vault,1994-01-29,VERONA,Italy,PADOVA,Italy,Eli,Listening to music,Athlete,,Partner; Marcello Palazzo. Mother; Antonietta Adami. Father; Virgilio. Sister; Monica,English; Italian,Personal: Marco Chiarello (ITA),Artistic gymnastics: Represented Italy at junior level
1878357,TRUE,RETZIUS Lene Onsrud,RETZIUS LO,Lene Onsrud RETZIUS,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,178.0,0.0,Athletics,Women's Pole Vault,1996-01-04,MOELV,Norway,BASEL,Switzerland,,,Athlete,,,English; German; Norwegian,Personal: Anatoly Gordienko (RUS); since 2018,
1926690,TRUE,McCARTNEY Eliza,McCARTNEY E,Eliza McCARTNEY,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,179.0,0.0,Athletics,Women's Pole Vault,1996-12-11,,New Zealand,,,,Gardening; studying; hanging out in her close circle of friends; cooking,Athlete; student,Studying Environmental Science at Massey University (NZL),Boyfriend; Lukas Walton-Keim. Father; William (lawyer). Mother; Donna Marshall (physician). Two brothers ( Hamish; Finn),English,Personal: Matt Dallow (NZL),
1926693,TRUE,McTAGGART Olivia,McTAGGART O,Olivia McTAGGART,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,171.0,0.0,Athletics,Women's Pole Vault,2000-01-09,SOUTHPORT; QLD,Australia,,New Zealand,,,Athlete,,Father; John. Mother; Amanda. Two brothers (Nathaniel; Cameron),English,Personal: Scott Simpson (NZL),
1926696,TRUE,AYRIS Imogen,AYRIS I,Imogen AYRIS,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,171.0,0.0,Athletics,Women's Pole Vault,2000-12-12,AUCKLAND,New Zealand,AUCKLAND,New Zealand,Imo,Reading (prefers fiction) and walks. “It’s my time. I just put my headphones in and it’s really good for my active recovery to just go for a walk; stretch the legs and clear the mind.” (auckland.ac.nz; 29 Jun 2022),Athlete; student,Pursuing a Bachelor of Science degree in Exercise Science from the University of Auckland (NZL) - took a break from her studies to focus on the 2024 Olympic Games,Mother; Bridget. Brother; Harry. Father; Barny (passed away in Sep 2020 at age 54; following a lengthy battle with cancer),English,,
1981538,TRUE,SUTEJ Tina,SUTEJ T,Tina SUTEJ,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,174.0,0.0,Athletics,Women's Pole Vault,1988-11-07,LJUBLJANA,Slovenia,CELJE,Slovenia,,,Armed forces athlete,Biology at University of Arkansas; Fayetteville; AR; (USA),,English; Slovene,Personal: Milan Kranjc (SLO); from 2017,
1977760,TRUE,MOSER Angelica,MOSER A,Angelica MOSER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,169.0,0.0,Athletics,Women's Pole Vault,1997-10-09,PLANO; TX,United States,ANDELFINGEN,Switzerland,Angi,Hanging out with family and friends,Athlete,Business Administration at University of Bern (SUI),Father; Severin. Mother; Monika. Sister; Jasmine,English; French; German,,Artistic gymnastics: Competed at junior national level in Switzerland
1977873,TRUE,STOCKLIN Pascale,STOCKLIN P,Pascale STOCKLIN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,173.0,0.0,Athletics,Women's Pole Vault,1997-02-05,BASEL,Switzerland,MAGGLINGEN,Switzerland,,Coffee lover. Enjoys bouldering and hiking,Athlete; student,Medicine at University of Basel (SUI),,English; German,Personal: Nicole Buchler (SUI); since December 2020,
1965268,TRUE,MOON Katie,MOON K,Katie MOON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,173.0,0.0,Athletics,Women's Pole Vault,1991-06-13,LAKEWOOD; OH,United States,POWDER SPRINGS; GA,United States,,Golf; snowboarding,Athlete,Graduated with a Bachelor of Arts in Psychology (minor in fashion merchandising) from Ashland University (OH; USA); where she won two NCAA Division II titles. Initially attended the University of Dayton (OH; USA). Studied fashion in Paris; France in 2013,Husband; Hugo Moon (married 31 December 2022). Mother; Diane Nageotte. Father; Mark (passed away when she was 16). Brother; Andy. Sister; Emily,English,Personal: Brad Walker (USA),Athletics: 2008 Division 1 state runner and the 2009 Division 1 state champion
1965841,TRUE,WILLIAMS Bridget,WILLIAMS B,Bridget WILLIAMS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,167.0,0.0,Athletics,Women's Pole Vault,1996-03-18,GREENSBURG; PA,United States,FAIRLAWN; VA,United States,,,Part-time administrator for St. Philip's Anglican Church. Volunteer assistant coach at Virginia Tech University,Graduated in 2018 with a Bachelor's degree in French and in 2019 with a Master's of Education in higher education at the School of Education and Human Development; University of Virginia (Charlottesville; VA; USA),Husband; James Williams. Father; Jim. Mother; Daria. Two brothers (James; Jack). One sister (Megan),English; French,Personal: Robert Phillips (USA),
4979565,TRUE,KING Brynn,KING B,Brynn KING,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,172.0,0.0,Athletics,Women's Pole Vault,2000-08-22,,United States,ROCHESTER; NY,United States,,,Athlete; student,Earned a degree in Evolutionary Anthropology at Duke University (Durham; NC; USA). She entered the transfer portal and committed to Roberts Wesleyan University (Rochester; NY; USA) in the spring of 2023,Father; Michael. Mother; Cara. Sister; Camryn,English,Personal: Rick Suhr (USA); Jenn Suhr (USA); 2012 Olympic pole vault champion,
1906697,TRUE,PEINADO Robeilys,PEINADO R,Robeilys PEINADO,Female,Athlete,VEN,Venezuela,Venezuela,Venezuela,Venezuela,VEN,163.0,0.0,Athletics,Women's Pole Vault,1997-11-26,CARACAS,Venezuela,SZCZECIN,Poland,Ruby,Visiting theme parks; going to the beach; spending time with her family,Athlete,Southern Sports University (Caracas; VEN),Father; Robert. Mother; Maurilys. Youngest of three siblings,Spanish,Personal: Viacheslav Kalinichenko (UKR),
1951915,TRUE,SILVA Ana Caroline,SILVA AC,Ana Caroline SILVA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,175.0,0.0,Athletics,Women's Shot Put,1999-02-12,CONTAGEM,Brazil,,Brazil,,,Athlete; third sergeant in the Brazilian Army,Studies Psychology (2024) at the University of Georgia; Athens; GA (USA),Father; Aldermar. Mother; Rosangela Miguel Benedito. Has one sister,English; Portuguese,,
1952024,TRUE,AVANCINI Livia,AVANCINI L,Livia AVANCINI,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,180.0,0.0,Athletics,Women's Shot Put,1992-05-08,,,,,,,Athlete,,,Portuguese,Personal: Silvana Vieira (BRA),
1974207,TRUE,MITTON Sarah,MITTON S,Sarah MITTON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,169.0,0.0,Athletics,Women's Shot Put,1996-06-20,LIVERPOOL; NS,Canada,TORONTO; ON,Canada,,Reading; sightseeing; watching movies on Netflix; spending time by the ocean; scuba diving,Athlete,Graduated in 2018 with an Honours Bachelor of Science in Biology from the University of Windsor (ON; CAN). Plans to pursue a career in marine biology/research or as a commercial scuba diver,Father; Kirk. Mother; Bonnie. Brother; Josh,English; French,Personal: Richard Parkinson (CAN),
1933100,TRUE,DUCO Natalia,DUCO N,Natalia DUCO,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,177.0,0.0,Athletics,Women's Shot Put,1989-01-31,SAN FELIPE,Chile,SANTIAGO DE CHILE,Chile,,,Athlete; psychologist; master chef,Graduated with a Bachelor's degree in Psychology (2022) from Gabriela Mistral University; Santiago de Chile (CHI),Son; Luciano (born January 2021),Spanish,Personal: Jose Luis Martinez (ESP),
1933118,TRUE,GALLARDO Ivana Xennia,GALLARDO IX,Ivana Xennia GALLARDO,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,168.0,0.0,Athletics,Women's Shot Put,1993-07-20,PUERTO MONTT,Chile,SANTIAGO DE CHILE,Chile,,,Athlete,,,Spanish,Personal: Eduardo Sotomayor (CHI),
1919065,TRUE,SONG Jiayuan,SONG J,SONG Jiayuan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,185.0,0.0,Athletics,Women's Shot Put,1997-09-15,SHANGHAI,China,,China,,,Athlete. Secretary of the Youth League Committee of the Track and Field Sports Center of the Shanghai Competitive Sports Training Management Center,Graduate of Business Administration from Shanghai University (CHN),,Mandarin,Personal: Sui Xinmei (CHN); 1996 Olympic shot put silver medallist; 1991 world indoor champion,
1919072,TRUE,SUN Yue,SUN Y,SUN Yue,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,181.0,0.0,Athletics,Women's Shot Put,2001-06-19,SHANDONG,China,BEIJING,China,,,Athlete,,,Mandarin,,
1919087,TRUE,GONG Lijiao,GONG L,GONG Lijiao,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,175.0,0.0,Athletics,Women's Shot Put,1989-01-24,SHIJIAZHUANG,China,BEIJING,China,,Football; online shopping; playing video games,Athlete,Business Administration; University of Science and Technology Beijing (CHN).<br>Pursuing a degree in athletic training at Beijing Sport University (CHN),,Mandarin,,
1905427,TRUE,TOIMIL Maria Belen,TOIMIL MB,Maria Belen TOIMIL,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,170.0,0.0,Athletics,Women's Shot Put,1994-05-05,MUGARDOS,Spain,LEON,Spain,,,Athlete,Marketing and Commercial Management at Universidad Católica de Murcia (ESP),,Spanish,Personal: Carlos Buron (ESP); from 2013,
1920148,TRUE,KENZEL Alina,KENZEL A,Alina KENZEL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,182.0,0.0,Athletics,Women's Shot Put,1997-08-10,,,,,,,Athlete; sport soldier,,,German,Personal: Peter Salzer; Markus Reichle,
1920167,TRUE,MAISCH Katharina,MAISCH K,Katharina MAISCH,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,176.0,0.0,Athletics,Women's Shot Put,1997-06-12,,,,,,,Armed Forces Athlete,,,English; German,National: Sven Lang (GER),
1920183,TRUE,OGUNLEYE Yemisi,OGUNLEYE Y,Yemisi OGUNLEYE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,185.0,0.0,Athletics,Women's Shot Put,1998-10-03,BELLHEIM,Germany,KARLSRUHE,Germany,Yemi,,Athlete; sports soldier,Special Education at Heidelberg University of Education (GER),Father is Nigerian. Mother is German,German,Personal: Michael Manke-Reimers (GER),
1938644,TRUE,GUNNARSDOTTIR Erna Soley,GUNNARSDOTTIR ES,Erna Soley GUNNARSDOTTIR,Female,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,190.0,0.0,Athletics,Women's Shot Put,2000-03-22,MOSFELLSBAER,Iceland,HOUSTON; TX,United States,,,Athlete,Master's in Global Affairs at Rice University (Houston; TX; USA). Kinesiology and Sports Medicine,Father; Gunnar Leosson. Mother; Helena Sveinbjarnardottir,English; Icelandic,,
1538893,TRUE,CAMERON Lloydricia,CAMERON L,Lloydricia CAMERON,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,170.0,0.0,Athletics,Women's Shot Put,1996-04-08,MIAMI; FL,United States,KINGSTON,Jamaica,,,Athlete,Graduated with a Master's degree in Management (2018) from the University of Florida; Gainsville; FL (USA).</p><p>Graduated with a Bachelor's degree in Criminology (2017) from the University of Florida; Gainsville; FL (USA),Mother; Virginia,English,Personal: Julian Robinson (JAM),
1554520,TRUE,THOMAS-DODD Danniel,THOMAS-DODD D,Danniel THOMAS-DODD,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,166.0,0.0,Athletics,Women's Shot Put,1992-11-11,WESTMORELAND,Jamaica,GREENVILLE; SC,United States,,,Athlete,Graduated in 2017 with a Master's degree in Sports and Recreation Management from Kent State University; OH; (USA).</p><p>Graduated in 2016 with a degree in Physical Education Teaching and Coaching from from Kent State University; OH; (USA),Husband; Shane Dodd. Father; Rodger Davey. Mother; Traceyann. Three siblings,English,Personal: Shane Dodd (JAM); her husband,
1888512,TRUE,BEZEDE Dimitriana,BEZEDE D,Dimitriana BEZEDE,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,174.0,0.0,Athletics,Women's Shot Put,1994-04-12,CHISINAU,Republic of Moldova,CHISINAU,Republic of Moldova,,,Athlete; border guard,University of Galati (ROU),Husband; Petru. One son,Romanian,Personal: Vadim Hranovschi (MDA),
1972230,TRUE,SCHILDER Jessica,SCHILDER J,Jessica SCHILDER,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,173.0,0.0,Athletics,Women's Shot Put,1999-03-19,VOLENDAM,Netherlands,PAPENDAL,Netherlands,,Watching TV,Athlete,Marketing Management at Amsterdam University of Applied Sciences (NED),Father; Louis. Mother; Angelica,Dutch; English,Personal: Gert Damkat (NED),
1926695,TRUE,WESCHE Maddison-Lee,WESCHE ML,Maddison-Lee WESCHE,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,174.0,0.0,Athletics,Women's Shot Put,1999-06-13,AUCKLAND,New Zealand,,New Zealand,Maddi,,Athlete,Bachelor of Arts in Psychology at Massey University (NZL),Father; Hans (passed away in Jan 2020; age 43). Mother; Renee. Two sisters (Tayla; Ash),English,Personal: Mike Schofield (NZL) - strength and conditioning / Walter Gill (NZL) - sport technical,
1573100,TRUE,KARDASZ Klaudia,KARDASZ K,Klaudia KARDASZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,179.0,0.0,Athletics,Women's Shot Put,1996-05-02,BIALYSTOK,Poland,BIALYSTOK,Poland,,,Athlete; soldier,Opole University of Technology (POL),Partner; Andrzej Naszko,Polish,Personal: Andrzej Naszko (POL); her partner,
1938741,TRUE,BANDEIRA Eliana,BANDEIRA E,Eliana BANDEIRA,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,179.0,0.0,Athletics,Women's Shot Put,1996-07-01,FORTALEZA,Brazil,LEIRIA,Portugal,,,Athlete,Physical Education at University of Fortaleza (BRA) / Leiria Polytechnic University (POR),Husband; Thiago Silva,Portuguese,Personal: Volodymyr Zinchenko (UKR),
1938814,TRUE,INCHUDE Jessica,INCHUDE J,Jessica INCHUDE,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,175.0,0.0,Athletics,Women's Shot Put,1996-03-25,LISBON,Portugal,LISBON,Portugal,,,,,,Portuguese,Personal: Luis Heredio Costa (POR),
4974930,TRUE,de KLERK Mine,de KLERK M,Mine de KLERK,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,171.0,0.0,Athletics,Women's Shot Put,2003-03-30,GISBORNE,New Zealand,LINCOLN; NE,United States,,,Athlete; student,Studying psychology at the University of Nebraska (Lincoln; USA),Father; Ben. Mother; Yolandie,English,Personal: Justin St Clair (USA),
1569205,TRUE,JOHANSSON Axelina,JOHANSSON A,Axelina JOHANSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,175.0,0.0,Athletics,Women's Shot Put,2000-04-20,SVENARUM,Sweden,HAGAFORS,Sweden,Axe,,Athlete,Graphic Design at University of Nebraska (Lincoln; NE; USA),Two brothers,English; Swedish,Personal: Justin St. Clair (USA),
1569225,TRUE,ROOS Fanny,ROOS F,Fanny ROOS,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,172.0,0.0,Athletics,Women's Shot Put,1995-01-02,RYSSBY,Sweden,MALMO,Sweden,,,Athlete,Economics - Linnaeus University; Vaxjo (SWE),Partner; Daniel Stahl,Swedish,Personal: Staffan Jonsson (SWE) from 2023,
1911794,TRUE,WARREN Portious,WARREN P,Portious WARREN,Female,Athlete,TTO,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,TTO,178.0,0.0,Athletics,Women's Shot Put,1996-03-02,MATURA,Trinidad and Tobago,TUSCALOOSA; AL,United States,,,Athlete; businesswoman,Graduated with a Bachelor's degree in Retail Consumer Studies (2020) from The University of Alabama; Tuscaloosa; AL (USA),Father; Kerwin Charles,English,Personal: Derek Yush (USA),
1566090,TRUE,DERELI Emel,DERELI E,Emel DERELI,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,181.0,0.0,Athletics,Women's Shot Put,1996-02-25,YENICE,Türkiye,IZMIR,Türkiye,,,Athlete,,,Turkish,Personal: Huseyin Atici (TUR),
1960923,TRUE,JACKSON Chase,JACKSON C,Chase JACKSON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,178.0,0.0,Athletics,Women's Shot Put,1994-07-20,SPRINGFIELD; IL,United States,YORK,Great Britain,,,Athlete,Graduated with a degree in Psychology from Oklahoma State University (Stillwater; OK; USA),Husband; Mitch Jackson (married January 2024). Father; Chuck. Mother; Michelle Martinez. Sister; Taylor,English,Personal: Paul Wilson (GBR),
1965875,TRUE,ROSS Jaida,ROSS J,Jaida ROSS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,167.0,0.0,Athletics,Women's Shot Put,2001-10-29,,United States,EUGENE; OR,United States,,,Athlete; student,Majored in Psychology at the University of Oregon (Eugene; OR; USA) and is now completing a Master's degree in Prevention Science. Her studies; which have a strong focus on social work; are inspired by her mother; a mental health professional and drug/alcohol counsellor,Mother; Amanda Krug. Twin sister; Jazzlyn,English,Personal: Brian Blutreich (USA),Discus: Has a personal best of 59.74m (2024)
1965923,TRUE,SAUNDERS Raven,SAUNDERS R,Raven SAUNDERS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,165.0,0.0,Athletics,Women's Shot Put,1996-05-15,CHARLESTON; SC,United States,SAN DIEGO; CA,United States,Hulk,Playing piano,Athlete,University of Mississippi (Oxford; MS; USA),Father; Herbert Johnson; Sister; Tanzania. Mother; Clarissa (passed away in 2021),English,,
1951984,TRUE,SANTOS Gabriele,SANTOS G,Gabriele SANTOS,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,175.0,0.0,Athletics,Women's Triple Jump,1995-02-23,RIO DE JANEIRO,Brazil,SAO PAULO,Brazil,,,Athlete,,Husband; Tiago da Silva,Portuguese,Personal: Nelio and Tania Moura (BRA),
1905287,TRUE,PETROVA Gabriela,PETROVA G,Gabriela PETROVA,Female,Athlete,BUL,Bulgaria,Bulgaria,Bulgaria,Bulgaria,BUL,168.0,0.0,Athletics,Women's Triple Jump,1992-06-29,HASKOVO,Bulgaria,PLOVDIV,Bulgaria,Dji Dji,,Athlete,Pedagogy at University of Plovdiv (BUL),,Bulgarian; English,Personal: Atanas Atanasov (BUL); from 2006,
1920849,TRUE,ZENG Rui,ZENG R,ZENG Rui,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,171.0,0.0,Athletics,Women's Triple Jump,1998-02-06,SHENZHEN,China,GUANGZHOU,China,Janice,Reading; photography; badminton; beach volleyball,Athlete,Guangzhou Sports Institute (CHN),Father; Huang Zebing,Mandarin,Personal: Mai Guoqiang (CHN),
1556395,TRUE,PEREZ HERNANDEZ Leyanis,PEREZ HERNANDEZ L,Leyanis PEREZ HERNANDEZ,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,188.0,0.0,Athletics,Women's Triple Jump,2002-01-10,PINAR DEL RIO,Cuba,HAVANA,Cuba,br>Jimagua (twin),Listening to reggaeton and bachata,Athlete,Physical Education at University of Physical Culture and Sports Sciences; Havana (CUB),Father; Roberto. Mother; Magalis. Twin sister; Lidianis. Brother; Roberto,Spanish,Personal: Ricardo Ponce (CUB),
1556397,TRUE,POVEA Liadagmis,POVEA L,Liadagmis POVEA,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,160.0,0.0,Athletics,Women's Triple Jump,1996-02-06,SAN JUAN Y MARTINEZ,Cuba,HAVANA,Cuba,,Reading; spending time with her grandmother Nery,Athlete,Graduated in 2023 with a degree in Physical Education from the University of Physical Education and Sport Sciences in Havana (CUB),Father; Noel. Mother; Leida Caridad.One younger brother,Spanish,Personal: Yoelbi Quesada (CUB); 1996 Olympic bronze medallist; 1997 world champion,
1908333,TRUE,LAFOND Thea,LAFOND T,Thea LAFOND,Female,Athlete,DMA,Dominica,Dominica,Dominica,Dominica,DMA,147.0,0.0,Athletics,Women's Triple Jump,1994-04-05,ROSEAU,Dominica,SILVER SPRING; MD,United States,,,Athlete; paraeducator (high school),Graduated in 2015 with a Bachelor's degree in Media and Communications from the University of Maryland in College Park; MD (USA). Plans to pursue a Master's degree in Special Education,Husband; Aaron Gadson (married in 2022). Mother; Anestine Theophille. Father; Dorian,English,Personal: Aaron Gadson (USA); her husband,
1905365,TRUE,PELETEIRO-COMPAORE Ana,PELETEIRO-COMPAORE,Ana PELETEIRO-COMPAORE,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,162.0,0.0,Athletics,Women's Triple Jump,1995-12-02,RIBEIRA,Spain,GUADALAJARA,Spain,,Fashion; travelling; supporting Spanish football club Celta Vigo; cooking; listening to music,Athlete,,Husband; Benjamin Compaore (FRA). Daughter; Lua (born 22 December 2022),Spanish,Personal: Ivan Pedroso (CUB); from 2016,
1904368,TRUE,SALMINEN Senni,SALMINEN S,Senni SALMINEN,Female,Athlete,FIN,Finland,Finland,Finland,Finland,FIN,175.0,0.0,Athletics,Women's Triple Jump,1996-01-29,HELSINKI,Finland,IMATRA,Finland,,Spending time with her family,Athlete,,Partner; Stella Wickstroem. Twin brother; Kalle,Finnish,Personal: Matti Mononen (FIN),
1910769,TRUE,GUILLAUME Ilionis,GUILLAUME I,Ilionis GUILLAUME,Female,Athlete,FRA,France,France,France,France,FRA,180.0,0.0,Athletics,Women's Triple Jump,1998-01-13,CROIX-DES-BOUQUETS,Haiti,,France,Iliow,Spending time with her dog Nlaya; a Belgian Malinois that has its own Instagram page,Athlete; artist,,,English; French,Personal: Louis-Gregory Occin (FRA),
1568469,TRUE,CESTONARO Ottavia,CESTONARO O,Ottavia CESTONARO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,175.0,0.0,Athletics,Women's Triple Jump,1995-01-12,VICENZA,Italy,VICENZA,Italy,Otta. Puppy,Reading; watching films and TV series; furniture and design; gardening; travel; cooking,Athlete,Forestry and Environmental Technologies at University of Padova (ITA). Motor Sciences at University of Verona (ITA),Partner; Marco Zanon. Father; Sergio. Mother; Tiziana Righetti. Older sister; Mariavittoria,Italian,Personal: Sergio Cestonaro (ITA); her father,
1570111,TRUE,DERKACH Dariya,DERKACH D,Dariya DERKACH,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,166.0,0.0,Athletics,Women's Triple Jump,1993-03-27,VINNYTSIA,Ukraine,FORMIA,Italy,Bionda,Photography; listening to music; shopping; motorcycles; going to the seaside,Athlete,Language Studies at University of Salerno (ITA),Father; Serhiy. Mother; Oksana Kyrylyuk,English; Italian; Russian; Spanish; Ukrainian,Personal: Alessandro Nocera (ITA),
1536885,TRUE,RICKETTS Shanieka,RICKETTS S,Shanieka RICKETTS,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,188.0,0.0,Athletics,Women's Triple Jump,1992-02-02,ST ANDREW,Jamaica,KINGSTON,Jamaica,,Music; modelling; sports; films,Athlete,Graduated in 2014 with a Bachelor's degree in Economics from San Diego State University; CA (USA),Husband; Kerry-Lee,English; Spanish,Personal: Kerry-Lee Ricketts - her husband,
1553910,TRUE,WILLIAMS Kimberly,WILLIAMS K,Kimberly WILLIAMS,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,170.0,0.0,Athletics,Women's Triple Jump,1988-11-03,DANVERS PEN,Jamaica,SPANISH TOWN,Jamaica,Kimmie,Yoga; pilates; meditation,Athlete,Graduated in 2012 with a Bacherlor's degree in Sport Management from Florida State University; Tallahassee; FL (USA),Mother; Angella,English,Personal: Marlon Gayle (JAM),
1921537,TRUE,MORIMOTO Mariko,MORIMOTO M,MORIMOTO Mariko,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,173.0,0.0,Athletics,Women's Triple Jump,1995-03-17,HIRAKATA,Japan,HIRAKATA,Japan,,Watching Korean dramas,Athlete; office worker (spends two to three mornings weekly at the construction company; managing office duties; then shifts her focus to training in the afternoons),Graduated in 2017 with a degree in Sports Science from Japan Women's University of Physical Education (Tokyo; JPN). Has a teaching licence to be a junior high and high school teacher (health; physical education; and health),,Japanese,,Bobsled: Competed in the 2017 World Cup and in 2019 in an International Bobsleigh and Skeleton Federation (IBSF) monobob event in Lillehammer; Norway. Has expressed interest in competing at the Olympic Winter Games
1948138,TRUE,LASMANE Ruta Kate,LASMANE RK,Ruta Kate LASMANE,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,176.0,0.0,Athletics,Women's Triple Jump,2000-12-17,VENTSPILS,Latvia,LUBBOCK; TX,United States,,,Athlete,Psychology at Texas Tech University (Lubbock; TX; USA) and Florida State University (Tallahassee; FL; USA),Father; Ugis Lasmanis. Mother; Dace Lasmani. Older brother; Karlis Lasmanis,English; Latvian,Personal: Keith Herston (USA),
1922819,TRUE,KILTY Dovile,KILTY D,Dovile KILTY,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,169.0,0.0,Athletics,Women's Triple Jump,1993-07-14,SIAULIAI,Lithuania,,,,,Athlete,,Husband; Richard Kilty (GBR),English; Lithuanian,Personal: Aston Moore (GBR),
1923138,TRUE,ZAGAINOVA Diana,ZAGAINOVA D,Diana ZAGAINOVA,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,179.0,0.0,Athletics,Women's Triple Jump,1997-06-20,VILNIUS,Lithuania,VILNIUS,Lithuania,,Listening to music; spending time with family and friends,Athlete,Political Science at Vilnius University (LTU),,English; Lithuanian; Russian; Spanish,Personal: Rafa Blanquer (ESP); Kestutis Sapka (LTU); both from 2017,
1538937,TRUE,ION Diana Ana Maria,ION DAM,Diana Ana Maria ION,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,168.0,0.0,Athletics,Women's Triple Jump,2000-11-27,BUCHAREST,Romania,BUCHAREST,Romania,,,Athlete,,,Romanian,,
1539340,TRUE,TALOS Elena Andreea,TALOS EA,Elena Andreea TALOS,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,170.0,0.0,Athletics,Women's Triple Jump,1995-02-24,CAMPULUNG,Romania,BUCHAREST,Romania,,,Athlete,Physical Education at Ovidius University Constanta (ROU),Husband; Alexandru. Son (born January 2021),Romanian,Personal: Virgil Costache (ROU),
1953076,TRUE,SARR Saly,SARR S,Saly SARR,Female,Athlete,SEN,Senegal,Senegal,Senegal,Senegal,SEN,183.0,0.0,Athletics,Women's Triple Jump,2002-10-14,DAKAR,Senegal,DAKAR,Senegal,,Reading; swimming,Athlete,,,English; French; Wolof,Personal: Alain Smail (FRA),
