code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,other_sports
1901709,TRUE,ZHANG Ning,ZHANG N,ZHANG Ning,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,193.0,0.0,3x3 Basketball,Men,1997-02-19,CHENGDE,China,TAIYUAN,China,Ningzi,Hiking,Athlete; student,Is currently pursuing a Master's degree from Peking University (Beijing; CHN),Wife; Li Kexin (married June 2023). Father; Wenlong. Mother; Li Ruiping. Sister; Jing,Mandarin,National: Wang Zhanyu (CHN).<br>Club Yang Xuezeng (CHN),Basketball: Won three collegiate championships with Peking University and now plays for Shanxi in the Chinese Basketball Association
1901710,TRUE,ZHU Yuanbo,ZHU Y,ZHU Yuanbo,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,203.0,0.0,3x3 Basketball,Men,1993-11-07,JIANGSU,China,CHANGZHOU,China,,,Athlete,,,Mandarin,National: Wang Zhanyu (CHN),
1901713,TRUE,LU Wenbo,LU W,LU Wenbo,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,194.0,0.0,3x3 Basketball,Men,1997-08-04,HEILONGJIANG,China,HANGZHOU,China,,,Athlete,Studied at Chengdu Sports University (CHN),Wife; Wang Shiyu,Mandarin,National: Wang Zhanyu (CHN),Basketball: Has represented China internationally in 5-on-5 in qualifying matches since 2019
1901716,TRUE,ZHAO Jiaren,ZHAO J,ZHAO Jiaren,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,203.0,0.0,3x3 Basketball,Men,1999-01-06,HARBIN,China,HANGZHOU,China,,,Athlete,Studied at Beijing Sport University (CHN),Brother; Jiayi,Mandarin,National: Wang Zhanyu (CHN),Basketball: Has played 5-on-5 for Guangsha in the Chinese Basketball Association since 2019
1568595,TRUE,VERGIAT Timothe,VERGIAT T,Timothe VERGIAT,Male,Athlete,FRA,France,France,France,France,FRA,187.0,0.0,3x3 Basketball,Men,1998-03-07,ROANNE,France,,,,,Athlete; student,Currently pursuing a Bachelor's degree in Business Administration from Emlyon Business School (Ecully; FRA),Father; Jean-Michel. Mother; Veronique. Younger brother; Matteo. Sister; Clarisse,French,National: Karim Souchu (FRA),Basketball: Has played 5-on-5 professionally in France; averaging 6.2 points per game in 2023/24 with ADA Blois. He has also represented France at the youth level; winning gold at the U16 and U18 European Championships in 2014 and 2016; respectively
1568603,TRUE,SEGUELA Franck,SEGUELA F,Franck SEGUELA,Male,Athlete,FRA,France,France,France,France,FRA,200.0,0.0,3x3 Basketball,Men,1997-05-30,DIJON,France,PAU,France,,Music; playing the guitar,Athlete,,Father; Laurent. Older brother; Thomas,French,National: Karim Souchu (FRA),Basketball: Played 5-on-5 professionally in France from 2013-2022; most recently with Stade Rochelais in Pro B; the second division of the Ligue Nationale de Basket (LNB)
1568606,TRUE,DUSSOULIER Lucas,DUSSOULIER L,Lucas DUSSOULIER,Male,Athlete,FRA,France,France,France,France,FRA,204.0,0.0,3x3 Basketball,Men,1996-07-27,LIBOURNE,France,,,,,Athlete,Studied at the National Institute of Sport; Expertise; and Performance (Paris; FRA),Older brothers; Thomas and Antoine,French,National: Karim Souchu (FRA),Basketball: Has played for Nanterre in France's LNB Elite since 2020 and represented France at the youth level at EuroBasket from 2012 to 2016; winning a U16 silver medal in 2012
1568608,TRUE,RAMBAUT Jules,RAMBAUT J,Jules RAMBAUT,Male,Athlete,FRA,France,France,France,France,FRA,200.0,0.0,3x3 Basketball,Men,1998-04-06,REIMS,France,,,,Enjoying good food and drinks,Athlete,,,French,National: Karim Souchu (FRA),Basketball: Has played 5-on-5 professionally in France; most recently for Boulazac in Pro B in the 2021/22 season. Has also represented France at the youth level at the 2017 U19 World Cup and won gold at the U16 and U18 European Championships in 2014 and 2016; respectively
1942534,TRUE,LACIS Francis,LACIS F,Francis LACIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,200.0,0.0,3x3 Basketball,Men,1999-02-22,,,RIGA,Latvia,,,Athlete,Received a Bachelor's degree in Cinema; TV and Digital Media from Oral Roberts University (Tulsa; OK; USA) in 2022,Father; Karlis (composer). Mother; Vineta Villistere-Lace,English; Latvian,,Basketball: Played collegiately at Oral Roberts University and professionally for Yoast United in the BNXT League and Rigas Zelli in the Estonian-Latvian Basketball League
1942535,TRUE,LASMANIS Karlis,LASMANIS K,Karlis LASMANIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,200.0,0.0,3x3 Basketball,Men,1994-04-08,VENTSPILS,Latvia,LIEPAJA,Latvia,Batman; because he is part of a 'dynamic duo' with his Latvia teammate Nauris Miezis; who is nicknamed Robin,Fishing,Athlete,,Father; Ugis. Mother; Daci. Sister; Ruta Kate,English; Latvian; Russian,National: Raimonds Feldmanis (LAT),Basketball: Has played 5-on-5 professionally for a number of Latvian clubs; including BK Saldus; BK Liepajas Lauvas and BK Jurmala. In the 2015/16 season he had a stint at SC Rasta Vechta in the German ProA league
1942536,TRUE,MIEZIS Nauris,MIEZIS N,Nauris MIEZIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,190.0,0.0,3x3 Basketball,Men,1991-03-31,KEKAVA,Latvia,,,Robin; because he is part of a dynamic duo with his Latvia teammate Karlis Lasmanis; who is nicknamed Batman,Fishing; his cat Mario,Athlete,,Wife; Marita Mieze (married September 2020). Mother; Lasmas Mieze. Younger sister; Yvonne,English; Latvian; Latvian Sign Language,National: Raimonds Feldmanis (LAT),Basketball: Has played 5-on-5 at a professional level; including for Latvian clubs Barons Kvartals Riga and BK Saldus
1942539,TRUE,RAIMO Zigmars,RAIMO Z,Zigmars RAIMO,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,200.0,0.0,3x3 Basketball,Men,1997-11-14,MADONA,Latvia,,,,,Athlete,Received a Bachelor's degree in Finance from the University of Hawai'i at Manoa (Honolulu; USA) in 2020,Wife; Taylor (married July 2022). Father; Edmunds. Mother; Iveta. One older sister,English; Latvian,National: Raimonds Feldmanis (LAT),Basketball: Played collegiate 5-on-5 for the University of Hawai'i and now plays professionally for Tigas Zelli in the Latvian Estonian Basketball League. Represented Latvia at the youth international level; playing at Eurobasket from 2013 to 2016
1943471,TRUE,PUKELIS Aurelijus,PUKELIS A,Aurelijus PUKELIS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,205.0,0.0,3x3 Basketball,Men,1994-05-17,SILALE,Lithuania,,,,,Athlete,,Wife; Monika Pukeliene (married July 2022),Lithuanian,National: Dainius Novickas (LTU),Basketball: Has played professionally in the National Basketball League; Lithuania's second-tier league; since 2015
1943480,TRUE,DZIAUGYS Evaldas,DZIAUGYS E,Evaldas DZIAUGYS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,196.0,0.0,3x3 Basketball,Men,1996-09-26,RASEINIAI,Lithuania,RASEINIAI,Lithuania,,,Athlete,Studied at Lithuanian Sports University (Kaunas; LTU),Fiancee; Milita Mockaityte,Lithuanian,National: Dainius Novickas (LTU),Basketball: Has played 5-on-5 professionally; primarily in Lithuania's second-tier league; the National Basketball League; since 2014. In 2023/24; he averaged 17.2 points per game for Vytis Sakiai
1943486,TRUE,MATULIS Gintautas,MATULIS G,Gintautas MATULIS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,196.0,0.0,3x3 Basketball,Men,1986-12-06,,,UTENA,Lithuania,,Spending time with family,Athlete; sport soldier; general manager,Studied Engineering at Vilnius College of Technologies and Design (LTU) and later received a Bachelor's degree in Business Administration and Management from Vilnius University (LTU) in 2013,Wife; Edita Matuliene (married May 2012). Daughter; Monika. Son; Motiejas. Brother; Matulis,Lithuanian,National: Dainius Novickas (LTU),Basketball: Played 5-on-5 professionally in Lithuania; primarily for Utenos Juventus and BC Suduva
1943515,TRUE,VINGELIS Sarunas,VINGELIS S,Sarunas VINGELIS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,191.0,0.0,3x3 Basketball,Men,1989-11-16,,,,,,,Athlete,,,Lithuanian,National: Dainius Novickas (LTU),Basketball: Has played 5-on-5 professionally in Lithuania's first and second-tier leagues since 2009. Has played for Vytis Sakiai in the National Basketball League for the past seven seasons
1970792,TRUE,de JONG Worthy,de JONG W,Worthy de JONG,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,194.0,0.0,3x3 Basketball,Men,1988-03-14,PARAMARIBO,Suriname,AMSTERDAM,Netherlands,Human Highlight Reel; Mister ZZ Leiden (due to his form playing 5-on-5  for the club),,Athlete,Attended one year at Ranger College (TX; USA),Partner; Zoe. Sons; Maze and Mylo,Dutch; English; Surinamese Dutch,National: Aron Roye (NED),Basketball: Has represented the Netherlands in 5-on-5 since 2012; including at the European Championships in 2015 and 2022; and played professionally in the Dutch Basketball League (now BNXT League) for ZZ Leiden; winning three titles
1970796,TRUE,van der HORST Dimeo,van der HORST D,Dimeo van der HORST,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,197.0,0.0,3x3 Basketball,Men,1991-06-23,AMSTERDAM,Netherlands,AMSTERDAM,Netherlands,Armando,,Athlete; coach; personal trainer,,Fiancee; Kamile Nacickaite,Dutch; English,National: Aron Roye (NED),Basketball: Played 5-on-5 professionally for 10 seasons - seven of which were with Apollo Amsterdam - in the Netherlands' top division
1970797,TRUE,DRIESSEN Jan,DRIESSEN J,Jan DRIESSEN,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,202.0,0.0,3x3 Basketball,Men,1996-12-04,,,DELFT,Netherlands,Big Drizzy,,Athlete; student,Received a Bachelor's degree in Clinical Technology in 2021 and is pursuing a Master's in Biomedical Engineering from Delft University of Technology (NED),Father; Rick. Sister; Noortje,Dutch,National: Aron Roye (NED),Basketball: Has played 5-on-5 professionally for ZZ Leiden in the Dutch first division and won a second-tier league championship with Lokomotief in 2022
1970800,TRUE,SLAGTER Arvin,SLAGTER A,Arvin SLAGTER,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,192.0,0.0,3x3 Basketball,Men,1985-10-19,,,ALPHEN AAN DEN RIJN,Netherlands,The Butcher,,Athlete; coach,Studied Physical Education at The Hague University of Applied Sciences (NED),Wife; Femke Ponsioen (married June 2018). One daughter (born 2020). Sister; Zoe. Brother; Gian,Dutch; English,National: Aron Roye (NED),Basketball: Has represented the Netherlands in 5-on-5 since 2006; including at the 2015 EuroBasket tournament; their first appearance there in 25 years. Played professionally in the Dutch Basketball League; winning six titles
1894146,TRUE,ZAMOJSKI Przemyslaw,ZAMOJSKI P,Przemyslaw ZAMOJSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,194.0,0.0,3x3 Basketball,Men,1986-12-16,ELBLAG,Poland,,,Zamoj; Przemek,,Athlete,Attended Independence Community College (Independence; KS; USA) for one year,,English; Polish,National: Piotr Renkiel (POL),Basketball: He has won a record 10 full-court championships in Poland's top division; the Polish Basketball League. He has also represented Poland
1894235,TRUE,BOGUCKI Adrian,BOGUCKI A,Adrian BOGUCKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,215.0,0.0,3x3 Basketball,Men,1999-11-18,,,LESZNO,Poland,Alfik,,Athlete,,,Polish,National: Piotr Renkiel (POL),Basketball: Plays 5-on-5 professionally in Poland's highest league; the Polish Basketball League; for Arka Gdynia; where he averaged 14.7 points and seven rebounds in 2023/24. He also represented Poland at the youth level at the European Championships from 2015 to 2019
1894333,TRUE,MATCZAK Fili,MATCZAK F,Filip MATCZAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,187.0,0.0,3x3 Basketball,Men,1993-09-18,ZIELONA GORA,Poland,ZIELONA GORA,Poland,Fifi,,Athlete,,Wife; Edyta Matczak (married June 2021). Son; Marcel (born 2022). Brother; Mariusz,Polish,National: Piotr Renkiel (POL),Basketball: Has won three 5-on-5 championships in the Polish Basketball League with Stelmet Zielona Gora (in 2013 and 2017) and King Szczecin (in 2023). In 2010 he won a silver medal representing Poland at the U17 world championships
1894356,TRUE,SOKOLOWSKI Michal,SOKOLOWSKI M,Michal SOKOLOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,196.0,0.0,3x3 Basketball,Men,1992-12-11,,,PRUSZKOW,Poland,Sokol; Soko,,Athlete,,Wife; Dominika Sokolowska (married June 2017). One son,Polish,National: Piotr Renkiel (POL),Basketball: Has played 5-on-5 professionally in Poland; Turkiye; Israel and Italy. In 2023/24 he averaged over 12 points per game for GeVi Napoli Basket in Lega Basket Serie A; Italy's top division. He also represents Poland internationally in full court; leading the team to a spot at Paris 2024 at the Olympic Pre-Qualifying Tournament in 2023
1947656,TRUE,BRANKOVIC Marko,BRANKOVIC M,Marko BRANKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,200.0,0.0,3x3 Basketball,Men,1994-08-12,,,NOVI SAD,Serbia,,,Athlete,,,English; Serbian,National: Danilo Lukic (SRB); Marko Zdero (SRB),
1947658,TRUE,MAJSTOROVIC Dejan,MAJSTOROVIC D,Dejan MAJSTOROVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,200.0,0.0,3x3 Basketball,Men,1988-04-22,STARI BANOVCI,Yugoslavia,,,The Maestro,,Athlete,,Wife; Ljubica. Son; Filip (born 2019),English; Serbian,National: Danilo Lukic (SRB); Marko Zdero (SRB),Basketball: Played 5-on-5 at national club level in Serbia; including for KK Dunav
1947659,TRUE,STOJACIC Strahinja,STOJACIC S,Strahinja STOJACIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,198.0,0.0,3x3 Basketball,Men,1992-07-15,NOVI SAD,Yugoslavia,NOVI SAD,Serbia,Dr Strange,,Athlete,,Father; Zoran. Mother; Snezana Lakicevic Stojacic. Older brother; Stefan,English; Serbian,National: Danilo Lukic (SRB); Marko Zdero (SRB),
1947661,TRUE,VASIC Mihailo,VASIC M,Mihailo VASIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,199.0,0.0,3x3 Basketball,Men,1993-07-20,BELGRADE,Serbia,,Serbia,Vaske,,Athlete,After two years at Harcum College (Bryn Mawr; PA; USA); he received a degree in Psychology from the University of New Haven (CT; USA),Wife; Jelena (married April 2023). Father; Branislav. Mother; Ranka. Younger brother; Konstantin,English; Serbian,National: Danilo Lukic (SRB); Marko Zdero (SRB),Basketball: Played collegiately for two seasons at the University of New Haven and professionally for one season for Vojvodina in the Basketball League of Serbia (KLS) in 2012/13
1954765,TRUE,BARRY Canyon,BARRY C,Canyon BARRY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,198.0,0.0,3x3 Basketball,Men,1994-01-07,FORT WAYNE; IN,United States,COLORADO SPRINGS; CO,United States,,Playing the guitar and piano; surfing; golf; hang gliding; mentalism; slacklining,Athlete; system engineer,Graduated summa cum laude (with the highest distinction) with a Bachelor's degree in Physics from the College of Charleston (SC; USA) and a Master's degree in Nuclear Engineering from the University of Florida (Gainesville; USA). Thesis is called 'Investigations in Neutron Multiplicity Using Helium-4 Detectors.',Father; Rick. Mother; Lynn Norenberg. Five half siblings; Scooter; Brent; Jon; Drew and Shannon,English,National/club: Joe Lewandowski (USA),Basketball: Played collegiately at the College of Charleston and the University of Florida. Barry played professionally in Finland; Czechia and the People's Republic of China before spending four seasons with the Iowa Wolves in the NBA G League
1954772,TRUE,FREDETTE Jimmer,FREDETTE J,Jimmer FREDETTE,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,189.0,0.0,3x3 Basketball,Men,1989-02-25,GLEN FALLS; NY,United States,,United States,Jimmer; The Lonely Master; from the pronunciation of his name in Chinese and also his position without peers at the top of the game when he played abroad in Shanghai,,Athlete,Majored in American Studies at Brigham Young University (Provo; UT; USA),Wife; Whitney. Daughters; Wesley (born February 2017) and Greyson (born May 2022). Son; Taft (born March 2019). Father; Al. Mother; Kay. Brother; T.J. Sister; Lindsay,English,National/club: Joe Lewandowski (USA),Basketball: Played for five teams in the National Basketball Association (NBA); including the Sacramento Kings and New Orleans Pelicans; as well as Panathinaikos in the Greek Basket League and the Shanghai Sharks in the Chinese Basketball Association (CBA)
1954779,TRUE,MADDOX Kareem,MADDOX K,Kareem MADDOX,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,204.0,0.0,3x3 Basketball,Men,1989-12-09,,United States,,United States,Reem,"Movies; reading; writing. ""Thinking critically about things that need not necessarily be thought of critically; such as the 'Game of Thrones' books and show."" (teamusa.com)",Athlete. Personnel and player development associate,Studied English Literature at Princeton University (NJ; USA),Father; Alan. Mother; Iman Zaki. Brother; Jay,English,National/club: Joe Lewandowski (USA),Basketball: Played 5-on-5 professionally for two seasons in the top division in the Netherlands and Great Britain from 2011-2013 and in Poland in 2016-17
1954784,TRUE,TRAVIS Dylan,TRAVIS D,Dylan TRAVIS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,192.0,0.0,3x3 Basketball,Men,1993-05-26,,,OMAHA; NE,United States,The Real Deal,Working out; fishing; longboarding,Athlete; teacher; coach,Received a Bachelor's degree in Social Sciences from Florida Southern College (Lakeland; USA),Mother; Julie,English,National/club: Joe Lewandowski (USA),Basketball: Won a Division II collegiate national championship with Florida Southern College in 2015 and played professionally for four seasons in Germany and Australia
1939944,TRUE,WILSON Alex,WILSON A,Alex WILSON,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,180.0,0.0,3x3 Basketball,Women,1994-03-21,MURRAY BRIDGE; SA,Australia,,,Ally,,Athlete,,Father; Bill,English,Club: Kennedy Kereama (NZL),Basketball: Represented Australia in 5-on-5 at youth level and plays professionally for the Bendigo Spirit in Australia's National Women's Basketball League
1939947,TRUE,MALEY Anneli,MALEY A,Anneli MALEY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,186.0,0.0,3x3 Basketball,Women,1998-09-01,,,,,,,Athlete,Attended the University of Oregon (Eugene; USA) and Texas Christian University (Fort Worth; USA),Father; Paul. Mother; Karianne. Two brothers,English,Club: Ryan Petrik (AUS); Tim Redulic (AUS),Basketball: Has represented Australia in 5-on-5; winning a bronze medal at the 2022 World Cup. Plays professionally for the Perth Lynx in the Women's National Basketball League; Australia's top league. In 2022 and 2023 she played five games for the Chicago Sky in the Women's National Basketball Association
1939961,TRUE,MANSFIELD Lauren,MANSFIELD L,Lauren MANSFIELD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,170.0,0.0,3x3 Basketball,Women,1989-12-18,ELIZABETH VALE; SA,Australia,,,,,Athlete; coach,Studied at Midland College (TX; USA) and Iowa State University (Ames; USA),Father; Barry. Mother; Sue. Siblings; Jay; Kelly and Tahnee,English,,Basketball: Has represented Australia in 5-on-5; winning a silver medal at the 2017 Asia Cup; and has played professionally for four domestic teams in the Women's National Basketball League
1939963,TRUE,WHITTLE Marena,WHITTLE M,Marena WHITTLE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,180.0,0.0,3x3 Basketball,Women,1994-01-28,MITCHAM; VIC,Australia,,,,,Athlete,Received a Bachelor's degree in Business Management from North Dakota State University (Fargo; USA) and went on to complete a Juris Doctor from Deakin University (Melbourne; VIC; AUS) in 2022,Fiancee; Anneli Maley. Father; Malcolm. Mother; Mary. Older sisters; Amy and Tahlia. Older brother; Jordan,English,Club: David Gallego (ESP),Basketball: Has played 5-on-5 professionally in Australia's top league; the Women's National Basketball League; and now competes in Spain's Liga Femenina de Baloncesto for CB Estudiantes
1963383,TRUE,ULYANOVA Dina,ULYANOVA D,Dina ULYANOVA,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,185.0,0.0,3x3 Basketball,Women,1989-09-01,BAKU,Azerbaijan,,Azerbaijan,,,Athlete,,Twin sons,Azerbaijani,,
1963384,TRUE,MOLLENHAUER Alexandra,MOLLENHAUER A,Alexandra MOLLENHAUER,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,182.0,0.0,3x3 Basketball,Women,1998-05-04,,,,Azerbaijan,Alexy,,Athlete,Studied English with a minor in Mathematics at Anderson University (SC; USA),Father; Scott. Mother; Joy. Younger brother; Elijah,English; Spanish,,Basketball: Played professionally for Vitoria SC in Portugal's Liga Feminina and Estudiantes Madrid in Spain
1963385,TRUE,WALKER Marcedes,WALKER M,Marcedes WALKER,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,191.0,0.0,3x3 Basketball,Women,1986-10-17,,,,Azerbaijan,Poodie,,Athlete,Studied Administrative Justice with a minor in Legal Studies at the University of Pittsburgh (PA; USA),Mother; Marcella. Sisters; Marshay and Markel. Brother; Marquise,English,,Basketball: Played collegiate 5-on-5 at Pitt and appeared in two games for the Houston Comets in the Women's National Basketball Association (WNBA) in 2008. She later played professionally in Turkiye
1963386,TRUE,HAYES Tiffany,HAYES T,Tiffany HAYES,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,178.0,0.0,3x3 Basketball,Women,1989-09-20,FORT POLK; LA,United States,ATLANTA; GA,United States,Tip,,Athlete,Studied Sociology at the University of Connecticut (Storrs; USA),Father; Renard. Mother; Dorothy. Siblings; Latisha; Jerron and Dontae,English,Club: Becky Hammon (RUS),Basketball: Won back-to-back collegiate national championships in 5-on-5 with UConn in 2009 and 2010 and has played in the Women's National Basketball Association since 2012; primarily with the Atlanta Dream; but now with the Las Vegas Aces. In the WNBA offseason; she has played internationally in Turkiye; Spain; Poland; Israel; Brazil and China. Won a gold medal with Team USA at the 2009 World University Games
1974933,TRUE,BOSCH Kacie,BOSCH K,Kacie BOSCH,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,175.0,0.0,3x3 Basketball,Women,1996-11-20,,,LETHBRIDGE; AB,Canada,,,Athlete; assistant coach,Bachelor's degree in Psychology from the University of Lethbridge (AB; CAN) in 2020 after studying for two years at Gonzaga University (Spokane; WA; USA). Pursuing a second Bachelor's degree in Education,Partner; Alec Hillman. Older brother; Keaton. One younger brother,English,National: Kim Gaucher (CAN),Basketball: Played for Gonzaga University and the University of Lethbridge
1974944,TRUE,CROZON Paige,CROZON P,Paige CROZON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,185.0,0.0,3x3 Basketball,Women,1994-07-05,HUMBOLT; SK,Canada,LETHBRIDGE; AB,Canada,,,Athlete; coach; league manager,Studied Business Management and Health Education and Promotion as an undergrad at the University of Utah (Salt Lake City; UT; USA) and received her MBA from the University of Fredericton (NB; CAN),Daughter; Poppy (born 2018). Father; Gary. Mother; Leanne. Older sister; Taylor,English,National: Kim Gaucher (CAN),Basketball: Competed internationally for Canada's 5-on-5 team; finishing fourth at the 2018 Commonwealth Games
1974999,TRUE,PLOUFFE Katherine,PLOUFFE K,Katherine PLOUFFE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,192.0,0.0,3x3 Basketball,Women,1992-09-15,EDMONTON; AB,Canada,EDMONTON; AB,Canada,KP; Plouffe; Plouffey,Spending time with family; reading; exploring,Athlete,Studied Communications at Marquette University (Milwaukee; WI; USA),Father; Daryl. Mother; Laurie. Older brothers; Chris and Daniel. Older sister; Andrea. Twin sister; Michelle,English,National: Kim Gaucher (CAN),Basketball: Finished seventh with Canada's 5-on-5 team at Rio 2016 and won gold at the 2015 Pan American Games in Toronto
1975000,TRUE,PLOUFFE Michelle,PLOUFFE M,Michelle PLOUFFE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,190.0,0.0,3x3 Basketball,Women,1992-09-15,EDMONTON; AB,Canada,EDMONTON; AB,Canada,Plouffey,Reading; cooking; spending time with family,Athlete,Studied Communications at the University of Utah (Salt Lake City; UT; USA),Father; Daryl. Mother; Laurie. Older brothers; Chris and Daniel. Older sister; Andrea. Twin sister; Katherine,English,National: Kim Gaucher (CAN),Basketball: Two previous Olympic appearances with Canada's 5-on-5 team; finishing eighth at London 2012 and seventh four years later. Won gold at the 2015 Pan American Games in Toronto. After graduating as the leading rebounder in University of Utah history; Plouffe was drafted in the second round by the WNBA's Seattle Storm but elected to play in Europe
1901727,TRUE,WAN Jiyuan,WAN J,WAN Jiyuan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,185.0,0.0,3x3 Basketball,Women,2002-07-13,HEILONGJIANG,China,HANGZHOU,China,Yuanzai,Watching movies,Athlete; student,Studies Physical Education at Beijing Sport University (CHN),Father; Bingcai. Mother; Song Jingli,Mandarin,National: Xu Jiamin (CHN); Lin Yaosen (CHN).<br>Club: Gu Jiaqing (CHN),
1901732,TRUE,CHEN Mingling,CHEN M,CHEN Mingling,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,192.0,0.0,3x3 Basketball,Women,2000-07-25,ZHANJIANG,China,DONGGUAN,China,,Drinking coffee,Athlete,Received a degree in Sport Studies from Guanzhou Sport University (CHN) in 2023,Father; Xun. Mother; Lin Zhu. Brother; Linlin,Mandarin,National: Xu Jiamin (CHN); Lin Yaosen (CHN),Basketball: Represented the People's Republic of China in 5-on-5 at the 2019 U19 World Cup and the 2019 Asia Cup
1901733,TRUE,ZHANG Zhiting,ZHANG Z,ZHANG Zhiting,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,195.0,0.0,3x3 Basketball,Women,1995-12-21,SHANGHAI,China,SHANGHAI,China,The Female Yao Ming; Little Mountain; Fatty; Boss,Watching movies; playing games,Athlete,Studied at Shanghai Jiao Tong University (CHN) as an undergrad and is now pursuing a Master's degree in Physical Education from the Shanghai Institute of Sport (CHN),Father; Chengji. Mother; Xu Huiqin,Mandarin,National: Xu Jiamin (CHN).<br>Club: Zhan Shuping (CHN),
1901737,TRUE,WANG Lili,WANG L,WANG Lili,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,175.0,0.0,3x3 Basketball,Women,1992-09-08,JIAMUSI,China,BEIJING,China,The Female Jordan (in reference to Michael Jordan),Collecting Nike Air Jordan basketball shoes,Athlete,Received a Master's degree in Communications at Beijing University (CHN) in 2016,Father; Zesheng. Mother; Liu Chunru. Sister; Yitong,Mandarin,National: Xu Jiamin (CHN).<br>Club: Zhan Shuping (CHN); Yang Zan (CHN),Basketball: Represented the People's Republic of China in 5-on-5 and won gold at the 2018 Asian Games in Indonesia. Has also played domestically at national club level; including for Xinjiang
1958461,TRUE,ALONSO Gracia,ALONSO G,Gracia ALONSO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180.0,0.0,3x3 Basketball,Women,1992-08-11,BILBAO,Spain,,,,Cycling; skating; swimming; padel tennis; playing the piano and the saxophone,Athlete; nurse,Received Bachelor's degrees in Nursing from Freed-Hardeman University (Henderson; TN; USA) in 2015 and the European University (Madrid; ESP) in 2020,,Basque; English; Spanish,National: Nuria Martinez (ESP),Basketball: Plays in Spain's top-tier Liga Femenina de Baloncesto for CB Estudiantes. In 2023 she represented Casademont Zaragoza at the EuroCup Women
1958475,TRUE,CAMILION Juana,CAMILION J,Juana CAMILION,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180.0,0.0,3x3 Basketball,Women,1999-03-22,MAR DEL PLATA,Argentina,,,,,Athlete,Received a Master's degree in Public Relations from Iona University (New Rochelle; NY; USA),Father; Marcos. Mother; Sandra Cuccaro. One sister,English; Spanish,National: Nuria Martinez (ESP). <br>Club: Pedro Rivero (ESP),Basketball: Played 5-on-5 collegiately in the United States and now plays in the Liga Femenina de Baloncesto in Spain with Club Baloncesto Estudiantes
